,Weight,Colour,Wheels,Height
748,322.21358933041824,radish,4,[18]
749,122.33896389506104,pink,2,[71]
750,298.4352872967726,red,3,[65]
751,312.08223873237034,blue,4,[46]
752,153.12148829573232,green,2,[71]
753,145.03805522465603,yellow,2,[61]
754,150.9077974509785,black,2,[98]
755,274.43090355681375,white,3,[63]
756,444.6426820285892,grey,4,[42]
757,190.782832942919,purple,2,[96]
758,138.95192398143382,radish,2,[81]
759,330.6870860756683,pink,4,[38]
760,226.5820903136059,red,3,[50]
761,381.4659844783937,blue,4,[20]
762,387.9578328001358,green,4,[5]
763,251.7083915327852,yellow,3,[65]
764,249.8769658393622,black,3,[57]
765,339.7572070593708,white,4,[27]
766,390.0276104696346,grey,4,[48]
767,235.1685735926427,purple,3,[51]
768,467.26833812411655,radish,4,[28]
769,210.0480111141107,pink,2,[77]
770,283.30771199975175,red,3,[61]
771,408.73066140567255,blue,4,[35]
772,426.6705658396296,green,4,[41]
773,246.5289402555493,yellow,3,[63]
774,428.4542355548265,black,4,[2]
775,387.12269247580207,white,4,[39]
776,382.5243017198162,grey,4,[37]
777,130.26741400442714,purple,2,[71]
778,454.4115096850712,radish,4,[10]
779,358.17228556823915,pink,4,[6]
780,386.9462338569829,red,4,[37]
781,253.4162816172226,blue,3,[63]
782,357.016726044776,green,4,[45]
783,187.77055329387983,yellow,2,[60]
784,218.22556263211968,black,2,[65]
785,303.9352202815696,white,4,[44]
786,440.38082400433615,grey,4,[23]
787,249.6177791618284,purple,3,[55]
788,316.2175140795891,radish,4,[44]
789,343.62601494500007,pink,4,[38]
790,313.38415008461175,red,4,[13]
791,436.2846632713348,blue,4,[41]
792,359.05804112382367,green,4,[45]
793,382.3318611852388,yellow,4,[5]
794,235.0257804042914,black,3,[53]
795,239.0322604519616,white,3,[61]
796,382.8992440805826,grey,4,[21]
797,253.4172744398757,purple,3,[64]
798,389.8654302087598,radish,4,[32]
799,199.53993147441216,pink,2,[83]
800,314.5321050038039,red,4,[31]
801,140.1958636231363,blue,2,[95]
802,410.5734419428032,green,4,[19]
803,356.0017451489557,yellow,4,[20]
804,360.6948760492493,black,4,[19]
805,241.73633802772468,white,3,[54]
806,406.6240608621279,grey,4,[16]
807,419.1918254988559,purple,4,[11]
808,323.836006437337,radish,4,[18]
809,107.77364788287392,pink,2,[84]
810,303.1687745759657,red,4,[7]
811,398.3170490068305,blue,4,[18]
812,254.03709064061331,green,3,[58]
813,190.13222741736612,yellow,2,[61]
814,185.96639496826896,black,2,[50]
815,228.30487137663096,white,3,[55]
816,194.53246503922367,grey,2,[79]
817,486.8607995638417,purple,4,[17]
818,401.2699256101274,radish,4,[26]
819,379.0110076190706,pink,4,[25]
820,472.788689087639,red,4,[17]
821,236.6131810276782,blue,3,[61]
822,460.62485105719935,green,4,[14]
823,283.9855474902876,yellow,3,[57]
824,448.1476522047123,black,4,[34]
825,454.4505691934013,white,4,[2]
826,168.96435767414005,grey,2,[93]
827,340.43701927856733,purple,4,[26]
828,112.49228673610516,radish,2,[78]
829,469.1752688117888,pink,4,[43]
830,489.60128901526485,red,4,[18]
831,364.5139888208121,blue,4,[23]
832,266.39078851097145,green,3,[52]
833,487.6605514984772,yellow,4,[18]
834,164.77822183680905,black,2,[58]
835,131.43053544090714,white,2,[79]
836,226.2115941268522,grey,3,[60]
837,336.29825310948763,purple,4,[40]
838,436.5902987164913,radish,4,[20]
839,173.24194564127455,pink,2,[91]
840,374.3689643540136,red,4,[29]
841,392.57775852412817,blue,4,[2]
842,153.2581539585768,green,2,[61]
843,217.78321719785765,yellow,2,[99]
844,442.4394249758148,black,4,[38]
845,135.10916428308172,white,2,[84]
846,308.9889892992286,grey,4,[9]
847,415.1350599396704,purple,4,[2]
848,222.1098282251374,radish,3,[56]
849,223.86875092425535,pink,3,[57]
850,198.18105932105468,red,2,[79]
851,337.009826818021,blue,4,[26]
852,141.32633712566442,green,2,[73]
853,118.82390988594258,yellow,2,[80]
854,223.0282293502121,black,3,[52]
855,470.8251475401562,white,4,[12]
856,244.62668301728803,grey,3,[64]
857,179.32492639471877,purple,2,[68]
858,379.3893952964789,radish,4,[11]
859,471.1468917994049,pink,4,[7]
860,209.3929277931576,red,2,[90]
861,313.762585439751,blue,4,[6]
862,393.2329371953457,green,4,[33]
863,308.10856487459137,yellow,4,[21]
864,290.6493743562586,black,3,[50]
865,411.40136540774125,white,4,[34]
866,302.6317948355892,grey,4,[17]
867,298.49486547346,purple,3,[51]
868,213.02882004008492,radish,2,[70]
869,201.81240068068624,pink,2,[89]
870,380.03868027180073,red,4,[11]
871,473.472171682456,blue,4,[12]
872,485.5400068911599,green,4,[44]
873,234.95225749702536,yellow,3,[56]
874,422.8999352786031,black,4,[16]
875,287.63721716039083,white,3,[55]
876,484.54111422568457,grey,4,[39]
877,325.15606666840176,purple,4,[16]
878,348.71931231655543,radish,4,[26]
879,190.96802989520407,pink,2,[57]
880,496.3491773039568,red,4,[45]
881,236.36250909500103,blue,3,[60]
882,208.1236671506191,green,2,[57]
883,360.3400088627847,yellow,4,[23]
884,460.6616089875607,black,4,[4]
885,464.5777040240699,white,4,[46]
886,233.0043565929083,grey,3,[51]
887,418.3724277161816,purple,4,[28]
888,359.71219064493204,radish,4,[29]
889,351.5843711197996,pink,4,[37]
890,225.4058779671818,red,3,[63]
891,288.1629958376195,blue,3,[59]
892,413.7320642272007,green,4,[44]
893,196.23674554971677,yellow,2,[78]
894,247.66145243117836,black,3,[56]
895,344.0592245007779,white,4,[31]
896,296.7374722796521,grey,3,[53]
897,303.6530892083992,purple,4,[11]
898,368.9380840600216,radish,4,[6]
899,371.1781956417175,pink,4,[45]
900,438.60420192124593,red,4,[47]
901,471.1352002904526,blue,4,[30]
902,142.3850532895687,green,2,[60]
903,453.2862648593872,yellow,4,[6]
904,159.06143293427553,black,2,[69]
905,297.9496358742774,white,3,[69]
906,343.93796204750066,grey,4,[5]
907,473.5296117061327,purple,4,[43]
908,471.2935210179006,radish,4,[34]
909,285.4402786129374,pink,3,[54]
910,449.7464250974844,red,4,[39]
911,124.0870391024401,blue,2,[65]
912,425.91510416208047,green,4,[23]
913,170.4870446306252,yellow,2,[61]
914,275.27965106798115,black,3,[66]
915,160.65040696970073,white,2,[57]
916,149.99422463991556,grey,2,[75]
917,180.25663361508512,purple,2,[52]
918,478.16952964427855,radish,4,[16]
919,332.8982458980225,pink,4,[16]
920,279.1201562571449,red,3,[53]
921,267.011571140847,blue,3,[57]
922,457.3487330824242,green,4,[41]
923,283.73971236736924,yellow,3,[63]
924,302.11894664889144,black,4,[18]
925,443.523675627442,white,4,[45]
926,141.1490625705561,grey,2,[62]
927,174.60048975395614,purple,2,[90]
928,205.97193765840757,radish,2,[55]
929,235.18658520837155,pink,3,[54]
930,149.31149425721068,red,2,[52]
931,440.3836946908103,blue,4,[49]
932,273.0809650611908,green,3,[50]
933,426.610223349141,yellow,4,[27]
934,115.2207268788152,black,2,[88]
935,428.0101263312612,white,4,[35]
936,290.97603323761786,grey,3,[57]
937,224.22005968273663,purple,3,[62]
938,428.685396573652,radish,4,[31]
939,259.070547891631,pink,3,[56]
940,205.7243311900029,red,2,[94]
941,237.6916234356477,blue,3,[50]
942,442.54235945780334,green,4,[37]
943,227.4169671485764,yellow,3,[54]
944,145.15368422851233,black,2,[75]
945,295.48957914224763,white,3,[62]
946,430.6689016434564,grey,4,[2]
947,441.51790883114825,purple,4,[35]
948,254.78278756983337,radish,3,[50]
949,480.76231939444,pink,4,[35]
950,231.18604546218515,red,3,[63]
951,122.02717760768712,blue,2,[72]
952,299.1615227553703,green,3,[54]
953,178.43136644941052,yellow,2,[76]
954,460.95727614215735,black,4,[32]
955,350.8605662765507,white,4,[43]
956,367.6160747918206,grey,4,[41]
957,301.86917309268887,purple,4,[32]
958,157.45032953547246,radish,2,[54]
959,411.1589329613211,pink,4,[14]
960,244.815872816806,red,3,[61]
961,291.66382965117725,blue,3,[51]
962,467.8256812090174,green,4,[32]
963,382.3906221956215,yellow,4,[45]
964,482.07352888931376,black,4,[11]
965,452.8090199115152,white,4,[44]
966,462.9054441342954,grey,4,[46]
967,341.74042589286495,purple,4,[44]
968,445.8003813138707,radish,4,[34]
969,173.30553285736477,pink,2,[72]
970,121.88940410070424,red,2,[98]
971,375.06238941792896,blue,4,[7]
972,405.6015005956296,green,4,[22]
973,124.28871375161056,yellow,2,[55]
974,113.8521820269434,black,2,[93]
975,276.8175127452379,white,3,[60]
976,389.8396762391091,grey,4,[7]
977,102.840629421561,purple,2,[79]
978,283.8890587744745,radish,3,[62]
979,386.5426705135617,pink,4,[19]
980,247.26821392908204,red,3,[63]
981,312.1989475992136,blue,4,[29]
982,208.34897989216552,green,2,[55]
983,150.48411218817537,yellow,2,[87]
984,225.435909419483,black,3,[62]
985,355.9291148000168,white,4,[38]
986,399.7447020517935,grey,4,[23]
987,412.5621227754777,purple,4,[46]
988,143.2308539197959,radish,2,[72]
989,108.91131542422616,pink,2,[56]
990,398.7029887977228,red,4,[19]
991,396.9848895514916,blue,4,[43]
992,408.9898772361653,green,4,[32]
993,426.4191975252632,yellow,4,[10]
994,278.6391350150567,black,3,[62]
995,127.33389419742296,white,2,[95]
996,271.4976581645183,grey,3,[54]
997,498.9977802933507,purple,4,[42]
998,205.77623685093488,radish,2,[54]
999,366.1519161005662,pink,4,[18]
