,Unnamed: 0,Weight,Colour,Wheels,Height,Classification
602,602,287.7821555339185,green,3,[50],Bike
603,603,427.2670576562666,yellow,4,[34],Car
604,604,208.1438430766084,black,2,[71],Bike
605,605,311.58536476663653,white,4,[12],Car
606,606,118.54548724144657,grey,2,[96],Bike
607,607,121.60232294606972,purple,2,[73],Bike
608,608,147.03744701188134,radish,2,[75],Bike
609,609,396.9456050523829,pink,4,[46],Car
610,610,162.53922804008693,red,2,[79],Bike
611,611,340.11439999847903,blue,4,[5],Car
612,612,496.9973908225843,green,4,[31],Car
613,613,455.1578586025111,yellow,4,[36],Car
614,614,454.16764796877993,black,4,[41],Car
615,615,402.1994886303863,white,4,[17],Car
616,616,159.781006640064,grey,2,[75],Bike
617,617,452.6899178187148,purple,4,[31],Car
618,618,194.34738743240723,radish,2,[58],Bike
619,619,227.22398153087727,pink,3,[67],Bike
620,620,108.36448483654632,red,2,[89],Bike
621,621,426.8630632015484,blue,4,[22],Car
622,622,458.8427836539545,green,4,[17],Car
623,623,152.61166111223957,yellow,2,[58],Bike
624,624,330.0403307372811,black,4,[23],Car
625,625,169.0360733036989,white,2,[71],Bike
626,626,218.61983395355776,grey,2,[78],Bike
627,627,166.55597603984302,purple,2,[74],Bike
628,628,103.6452685616712,radish,2,[92],Bike
629,629,351.0782017672527,pink,4,[17],Car
630,630,455.4125804155851,red,4,[25],Car
631,631,249.81859743963977,blue,3,[66],Bike
632,632,170.44798572628687,green,2,[53],Bike
633,633,389.7856709053005,yellow,4,[25],Car
634,634,264.57217120694287,black,3,[67],Bike
635,635,472.5267798774593,white,4,[31],Car
636,636,301.7231436085989,grey,4,[40],Car
637,637,387.4334038120374,purple,4,[37],Car
638,638,167.54513999848166,radish,2,[72],Bike
639,639,307.4663487575989,pink,4,[2],Car
640,640,198.9691803695468,red,2,[89],Bike
641,641,357.94572156523896,blue,4,[46],Car
642,642,435.4739645464616,green,4,[23],Car
643,643,264.7377260452814,yellow,3,[68],Bike
644,644,142.83590944694276,black,2,[97],Bike
645,645,286.6134204123086,white,3,[64],Bike
646,646,387.80193097596566,grey,4,[6],Car
647,647,193.08638419016452,purple,2,[55],Bike
648,648,113.81363032315824,radish,2,[62],Bike
649,649,476.8121762256999,pink,4,[12],Car
650,650,443.6402270346557,red,4,[9],Car
651,651,479.7189736265252,blue,4,[7],Car
652,652,125.41024675593522,green,2,[89],Bike
653,653,147.83826871027162,yellow,2,[93],Bike
654,654,117.53346854607707,black,2,[89],Bike
655,655,266.03189158757453,white,3,[60],Bike
656,656,118.80415144972902,grey,2,[69],Bike
657,657,299.264782952096,purple,3,[60],Bike
658,658,426.9887739149913,radish,4,[5],Car
659,659,453.105744775526,pink,4,[23],Car
660,660,367.92374018085314,red,4,[38],Car
661,661,249.18892484238933,blue,3,[51],Bike
662,662,431.0388140700936,green,4,[37],Car
663,663,474.9653743231039,yellow,4,[13],Car
664,664,277.1008985230661,black,3,[51],Bike
665,665,208.1519863835481,white,2,[93],Bike
666,666,428.629104445796,grey,4,[10],Car
667,667,225.04416153160744,purple,3,[64],Bike
668,668,212.86694682281177,radish,2,[81],Bike
669,669,425.0390145219867,pink,4,[38],Car
670,670,152.53170310608684,red,2,[58],Bike
671,671,253.1278632454108,blue,3,[54],Bike
672,672,322.26769036320445,green,4,[4],Car
673,673,187.6162814247529,yellow,2,[56],Bike
674,674,199.9765899726342,black,2,[83],Bike
675,675,264.0427780170486,white,3,[61],Bike
676,676,151.22245128116072,grey,2,[72],Bike
677,677,340.00718192231886,purple,4,[40],Car
678,678,469.3153743876576,radish,4,[20],Car
679,679,354.92468008572826,pink,4,[1],Car
680,680,429.1481384536151,red,4,[8],Car
681,681,155.80798281987822,blue,2,[90],Bike
682,682,322.4025986553038,green,4,[13],Car
683,683,232.18087514242765,yellow,3,[56],Bike
684,684,233.693805834362,black,3,[51],Bike
685,685,301.36924082465043,white,4,[36],Car
686,686,299.12692182566104,grey,3,[54],Bike
687,687,200.2613241182277,purple,2,[51],Bike
688,688,302.85251202952475,radish,4,[5],Car
689,689,292.3882005612794,pink,3,[53],Bike
690,690,494.3912642477979,red,4,[15],Car
691,691,102.160753671894,blue,2,[63],Bike
692,692,141.24137706461647,green,2,[67],Bike
693,693,348.3652468624384,yellow,4,[12],Car
694,694,334.58605147222033,black,4,[35],Car
695,695,242.66578623374056,white,3,[58],Bike
696,696,221.7290305818304,grey,3,[63],Bike
697,697,349.18601447543176,purple,4,[24],Car
698,698,205.8080873956587,radish,2,[87],Bike
699,699,476.1175087218557,pink,4,[19],Car
700,700,318.53025855620194,red,4,[38],Car
701,701,301.8318378759741,blue,4,[43],Car
702,702,236.38225376091208,green,3,[69],Bike
703,703,297.1993039486607,yellow,3,[63],Bike
704,704,447.4174792563017,black,4,[8],Car
705,705,372.7726085213251,white,4,[13],Car
706,706,384.0302674076236,grey,4,[8],Car
707,707,464.7777735942912,purple,4,[35],Car
708,708,470.6429179385175,radish,4,[5],Car
709,709,183.63590698020232,pink,2,[82],Bike
710,710,234.7699920820344,red,3,[69],Bike
711,711,282.8532237950274,blue,3,[53],Bike
712,712,148.1307953832527,green,2,[91],Bike
713,713,148.2311984627457,yellow,2,[51],Bike
714,714,106.51078201760886,black,2,[63],Bike
715,715,411.9606275094316,white,4,[20],Car
716,716,177.63403477433152,grey,2,[96],Bike
717,717,213.55329716347688,purple,2,[94],Bike
718,718,331.4831599944558,radish,4,[40],Car
719,719,244.00433411865924,pink,3,[62],Bike
720,720,111.96704017691066,red,2,[64],Bike
721,721,129.18384793962932,blue,2,[68],Bike
722,722,230.12194484398705,green,3,[59],Bike
723,723,186.9905435467919,yellow,2,[55],Bike
724,724,312.3973624007754,black,4,[14],Car
725,725,237.1770872135358,white,3,[51],Bike
726,726,407.26204274448986,grey,4,[33],Car
727,727,329.79561456381,purple,4,[38],Car
728,728,278.66738870039615,radish,3,[65],Bike
729,729,374.2127330006047,pink,4,[3],Car
730,730,373.7731037989181,red,4,[4],Car
731,731,101.12176353960338,blue,2,[55],Bike
732,732,449.3730413439005,green,4,[10],Car
733,733,196.48206736862707,yellow,2,[61],Bike
734,734,362.2054295180076,black,4,[21],Car
735,735,492.4052358867481,white,4,[19],Car
736,736,182.2218234169673,grey,2,[98],Bike
737,737,101.91826204551266,purple,2,[54],Bike
738,738,393.9767329679733,radish,4,[29],Car
739,739,203.29454462160555,pink,2,[61],Bike
740,740,180.1866427902842,red,2,[83],Bike
741,741,310.5864140592217,blue,4,[3],Car
742,742,248.93981039119777,green,3,[68],Bike
743,743,387.11249149074047,yellow,4,[44],Car
744,744,316.81258640937733,black,4,[11],Car
745,745,252.0208442272356,white,3,[69],Bike
746,746,382.6258822142922,grey,4,[13],Car
747,747,433.20738321517314,purple,4,[42],Car
748,748,322.21358933041824,radish,4,[18],Car
749,749,122.33896389506104,pink,2,[71],Bike
750,750,298.4352872967726,red,3,[65],Bike
751,751,312.08223873237034,blue,4,[46],Car
752,752,153.12148829573232,green,2,[71],Bike
753,753,145.03805522465603,yellow,2,[61],Bike
754,754,150.9077974509785,black,2,[98],Bike
755,755,274.43090355681375,white,3,[63],Bike
756,756,444.6426820285892,grey,4,[42],Car
757,757,190.782832942919,purple,2,[96],Bike
758,758,138.95192398143382,radish,2,[81],Bike
759,759,330.6870860756683,pink,4,[38],Car
760,760,226.5820903136059,red,3,[50],Bike
761,761,381.4659844783937,blue,4,[20],Car
762,762,387.9578328001358,green,4,[5],Car
763,763,251.7083915327852,yellow,3,[65],Bike
764,764,249.8769658393622,black,3,[57],Bike
765,765,339.7572070593708,white,4,[27],Car
766,766,390.0276104696346,grey,4,[48],Car
767,767,235.1685735926427,purple,3,[51],Bike
768,768,467.26833812411655,radish,4,[28],Car
769,769,210.0480111141107,pink,2,[77],Bike
770,770,283.30771199975175,red,3,[61],Bike
771,771,408.73066140567255,blue,4,[35],Car
772,772,426.6705658396296,green,4,[41],Car
773,773,246.5289402555493,yellow,3,[63],Bike
774,774,428.4542355548265,black,4,[2],Car
775,775,387.12269247580207,white,4,[39],Car
776,776,382.5243017198162,grey,4,[37],Car
777,777,130.26741400442714,purple,2,[71],Bike
778,778,454.4115096850712,radish,4,[10],Car
779,779,358.17228556823915,pink,4,[6],Car
780,780,386.9462338569829,red,4,[37],Car
781,781,253.4162816172226,blue,3,[63],Bike
782,782,357.016726044776,green,4,[45],Car
783,783,187.77055329387983,yellow,2,[60],Bike
784,784,218.22556263211968,black,2,[65],Bike
785,785,303.9352202815696,white,4,[44],Car
786,786,440.38082400433615,grey,4,[23],Car
787,787,249.6177791618284,purple,3,[55],Bike
788,788,316.2175140795891,radish,4,[44],Car
789,789,343.62601494500007,pink,4,[38],Car
790,790,313.38415008461175,red,4,[13],Car
791,791,436.2846632713348,blue,4,[41],Car
792,792,359.05804112382367,green,4,[45],Car
793,793,382.3318611852388,yellow,4,[5],Car
794,794,235.0257804042914,black,3,[53],Bike
795,795,239.0322604519616,white,3,[61],Bike
796,796,382.8992440805826,grey,4,[21],Car
797,797,253.4172744398757,purple,3,[64],Bike
798,798,389.8654302087598,radish,4,[32],Car
799,799,199.53993147441216,pink,2,[83],Bike
800,800,314.5321050038039,red,4,[31],Car
801,801,140.1958636231363,blue,2,[95],Bike
802,802,410.5734419428032,green,4,[19],Car
803,803,356.0017451489557,yellow,4,[20],Car
804,804,360.6948760492493,black,4,[19],Car
805,805,241.73633802772468,white,3,[54],Bike
806,806,406.6240608621279,grey,4,[16],Car
807,807,419.1918254988559,purple,4,[11],Car
808,808,323.836006437337,radish,4,[18],Car
809,809,107.77364788287392,pink,2,[84],Bike
810,810,303.1687745759657,red,4,[7],Car
811,811,398.3170490068305,blue,4,[18],Car
812,812,254.0370906406133,green,3,[58],Bike
813,813,190.13222741736607,yellow,2,[61],Bike
814,814,185.96639496826896,black,2,[50],Bike
815,815,228.30487137663096,white,3,[55],Bike
816,816,194.53246503922367,grey,2,[79],Bike
817,817,486.8607995638417,purple,4,[17],Car
818,818,401.2699256101274,radish,4,[26],Car
819,819,379.0110076190706,pink,4,[25],Car
820,820,472.788689087639,red,4,[17],Car
821,821,236.6131810276782,blue,3,[61],Bike
822,822,460.62485105719935,green,4,[14],Car
823,823,283.9855474902876,yellow,3,[57],Bike
824,824,448.1476522047123,black,4,[34],Car
825,825,454.4505691934013,white,4,[2],Car
826,826,168.96435767414005,grey,2,[93],Bike
827,827,340.43701927856733,purple,4,[26],Car
828,828,112.49228673610516,radish,2,[78],Bike
829,829,469.1752688117888,pink,4,[43],Car
830,830,489.60128901526485,red,4,[18],Car
831,831,364.5139888208121,blue,4,[23],Car
832,832,266.39078851097145,green,3,[52],Bike
833,833,487.6605514984772,yellow,4,[18],Car
834,834,164.77822183680905,black,2,[58],Bike
835,835,131.43053544090714,white,2,[79],Bike
836,836,226.2115941268522,grey,3,[60],Bike
837,837,336.29825310948763,purple,4,[40],Car
838,838,436.5902987164913,radish,4,[20],Car
839,839,173.24194564127455,pink,2,[91],Bike
840,840,374.3689643540136,red,4,[29],Car
841,841,392.57775852412817,blue,4,[2],Car
842,842,153.2581539585768,green,2,[61],Bike
843,843,217.78321719785765,yellow,2,[99],Bike
844,844,442.4394249758148,black,4,[38],Car
845,845,135.10916428308172,white,2,[84],Bike
846,846,308.9889892992286,grey,4,[9],Car
847,847,415.1350599396704,purple,4,[2],Car
848,848,222.1098282251374,radish,3,[56],Bike
849,849,223.86875092425532,pink,3,[57],Bike
850,850,198.18105932105468,red,2,[79],Bike
851,851,337.009826818021,blue,4,[26],Car
852,852,141.32633712566442,green,2,[73],Bike
853,853,118.82390988594258,yellow,2,[80],Bike
854,854,223.0282293502121,black,3,[52],Bike
855,855,470.8251475401562,white,4,[12],Car
856,856,244.62668301728803,grey,3,[64],Bike
857,857,179.32492639471877,purple,2,[68],Bike
858,858,379.3893952964789,radish,4,[11],Car
859,859,471.1468917994049,pink,4,[7],Car
860,860,209.3929277931576,red,2,[90],Bike
861,861,313.762585439751,blue,4,[6],Car
862,862,393.2329371953457,green,4,[33],Car
863,863,308.10856487459137,yellow,4,[21],Car
864,864,290.6493743562586,black,3,[50],Bike
865,865,411.40136540774125,white,4,[34],Car
866,866,302.6317948355892,grey,4,[17],Car
867,867,298.49486547346,purple,3,[51],Bike
868,868,213.02882004008487,radish,2,[70],Bike
869,869,201.81240068068624,pink,2,[89],Bike
870,870,380.03868027180073,red,4,[11],Car
871,871,473.472171682456,blue,4,[12],Car
872,872,485.5400068911599,green,4,[44],Car
873,873,234.95225749702536,yellow,3,[56],Bike
874,874,422.8999352786031,black,4,[16],Car
875,875,287.63721716039083,white,3,[55],Bike
876,876,484.54111422568457,grey,4,[39],Car
877,877,325.15606666840176,purple,4,[16],Car
878,878,348.71931231655543,radish,4,[26],Car
879,879,190.96802989520407,pink,2,[57],Bike
880,880,496.3491773039568,red,4,[45],Car
881,881,236.36250909500103,blue,3,[60],Bike
882,882,208.1236671506191,green,2,[57],Bike
883,883,360.3400088627847,yellow,4,[23],Car
884,884,460.6616089875607,black,4,[4],Car
885,885,464.5777040240699,white,4,[46],Car
886,886,233.0043565929083,grey,3,[51],Bike
887,887,418.3724277161816,purple,4,[28],Car
888,888,359.71219064493204,radish,4,[29],Car
889,889,351.5843711197996,pink,4,[37],Car
890,890,225.4058779671818,red,3,[63],Bike
891,891,288.1629958376195,blue,3,[59],Bike
892,892,413.7320642272007,green,4,[44],Car
893,893,196.2367455497168,yellow,2,[78],Bike
894,894,247.6614524311784,black,3,[56],Bike
895,895,344.0592245007779,white,4,[31],Car
896,896,296.7374722796521,grey,3,[53],Bike
897,897,303.6530892083992,purple,4,[11],Car
898,898,368.9380840600216,radish,4,[6],Car
899,899,371.1781956417175,pink,4,[45],Car
900,900,438.60420192124593,red,4,[47],Car
901,901,471.1352002904526,blue,4,[30],Car
902,902,142.3850532895687,green,2,[60],Bike
903,903,453.2862648593872,yellow,4,[6],Car
904,904,159.06143293427553,black,2,[69],Bike
905,905,297.9496358742774,white,3,[69],Bike
906,906,343.93796204750066,grey,4,[5],Car
907,907,473.5296117061327,purple,4,[43],Car
908,908,471.2935210179006,radish,4,[34],Car
909,909,285.4402786129374,pink,3,[54],Bike
910,910,449.7464250974844,red,4,[39],Car
911,911,124.0870391024401,blue,2,[65],Bike
912,912,425.91510416208047,green,4,[23],Car
913,913,170.4870446306252,yellow,2,[61],Bike
914,914,275.27965106798115,black,3,[66],Bike
915,915,160.65040696970073,white,2,[57],Bike
916,916,149.99422463991556,grey,2,[75],Bike
917,917,180.25663361508512,purple,2,[52],Bike
918,918,478.16952964427855,radish,4,[16],Car
919,919,332.8982458980225,pink,4,[16],Car
920,920,279.1201562571449,red,3,[53],Bike
921,921,267.011571140847,blue,3,[57],Bike
922,922,457.3487330824242,green,4,[41],Car
923,923,283.73971236736924,yellow,3,[63],Bike
924,924,302.11894664889144,black,4,[18],Car
925,925,443.523675627442,white,4,[45],Car
926,926,141.1490625705561,grey,2,[62],Bike
927,927,174.60048975395614,purple,2,[90],Bike
928,928,205.9719376584076,radish,2,[55],Bike
929,929,235.18658520837155,pink,3,[54],Bike
930,930,149.31149425721068,red,2,[52],Bike
931,931,440.3836946908103,blue,4,[49],Car
932,932,273.0809650611908,green,3,[50],Bike
933,933,426.610223349141,yellow,4,[27],Car
934,934,115.2207268788152,black,2,[88],Bike
935,935,428.0101263312612,white,4,[35],Car
936,936,290.97603323761786,grey,3,[57],Bike
937,937,224.22005968273663,purple,3,[62],Bike
938,938,428.685396573652,radish,4,[31],Car
939,939,259.070547891631,pink,3,[56],Bike
940,940,205.7243311900029,red,2,[94],Bike
941,941,237.6916234356477,blue,3,[50],Bike
942,942,442.54235945780334,green,4,[37],Car
943,943,227.4169671485764,yellow,3,[54],Bike
944,944,145.15368422851233,black,2,[75],Bike
945,945,295.48957914224763,white,3,[62],Bike
946,946,430.6689016434564,grey,4,[2],Car
947,947,441.51790883114825,purple,4,[35],Car
948,948,254.78278756983337,radish,3,[50],Bike
949,949,480.76231939444,pink,4,[35],Car
950,950,231.18604546218515,red,3,[63],Bike
951,951,122.02717760768712,blue,2,[72],Bike
952,952,299.1615227553703,green,3,[54],Bike
953,953,178.43136644941052,yellow,2,[76],Bike
954,954,460.95727614215735,black,4,[32],Car
955,955,350.8605662765507,white,4,[43],Car
956,956,367.6160747918206,grey,4,[41],Car
957,957,301.86917309268887,purple,4,[32],Car
958,958,157.45032953547246,radish,2,[54],Bike
959,959,411.1589329613211,pink,4,[14],Car
960,960,244.815872816806,red,3,[61],Bike
961,961,291.66382965117725,blue,3,[51],Bike
962,962,467.8256812090174,green,4,[32],Car
963,963,382.3906221956215,yellow,4,[45],Car
964,964,482.07352888931376,black,4,[11],Car
965,965,452.8090199115152,white,4,[44],Car
966,966,462.9054441342954,grey,4,[46],Car
967,967,341.74042589286495,purple,4,[44],Car
968,968,445.8003813138707,radish,4,[34],Car
969,969,173.30553285736477,pink,2,[72],Bike
970,970,121.88940410070424,red,2,[98],Bike
971,971,375.06238941792896,blue,4,[7],Car
972,972,405.6015005956296,green,4,[22],Car
973,973,124.28871375161056,yellow,2,[55],Bike
974,974,113.8521820269434,black,2,[93],Bike
975,975,276.8175127452379,white,3,[60],Bike
976,976,389.8396762391091,grey,4,[7],Car
977,977,102.840629421561,purple,2,[79],Bike
978,978,283.8890587744745,radish,3,[62],Bike
979,979,386.5426705135617,pink,4,[19],Car
980,980,247.26821392908204,red,3,[63],Bike
981,981,312.1989475992136,blue,4,[29],Car
982,982,208.34897989216552,green,2,[55],Bike
983,983,150.48411218817537,yellow,2,[87],Bike
984,984,225.435909419483,black,3,[62],Bike
985,985,355.9291148000168,white,4,[38],Car
986,986,399.7447020517935,grey,4,[23],Car
987,987,412.5621227754777,purple,4,[46],Car
988,988,143.2308539197959,radish,2,[72],Bike
989,989,108.91131542422616,pink,2,[56],Bike
990,990,398.7029887977228,red,4,[19],Car
991,991,396.9848895514916,blue,4,[43],Car
992,992,408.9898772361653,green,4,[32],Car
993,993,426.4191975252632,yellow,4,[10],Car
994,994,278.6391350150567,black,3,[62],Bike
995,995,127.33389419742296,white,2,[95],Bike
996,996,271.4976581645183,grey,3,[54],Bike
997,997,498.9977802933507,purple,4,[42],Car
998,998,205.77623685093488,radish,2,[54],Bike
999,999,366.1519161005662,pink,4,[18],Car
